Latitude,Longitude,DateTime,Fgps,N,E,C,H,D,I,TotalPoints,MinDist,AvDist
58.9915811,30.587066200000002,2014-10-04 09:30:00,52018.50077331776,14692.992718737407,2462.7109011509665,49839.496814154765,14897.952208794277,9.514972143018701,73.35761681793552,22,181.0597566712489,766.0898725531483
58.7056424,30.121841600000003,2014-10-04 10:00:00,51823.89994561457,14830.596425048612,2329.07639049903,49601.86910205728,15012.367806426962,8.925138599552918,73.1611772919911,21,158.26853949261766,747.6926571632428
58.373763100000005,29.7737874,2014-10-04 10:30:00,51747.388034646414,15017.246525835835,2312.1113765677687,49466.43929143156,15194.194688609941,8.752743328385996,72.92504837633844,22,152.06186946525193,772.2943405662917
58.0898593,29.397823100000004,2014-10-04 11:00:00,51633.3607628711,15276.928533795852,2288.91409435047,49268.45106668947,15447.44875887349,8.521136320401764,72.59189728818883,24,152.11222521304273,810.9688212289797
57.9336441,28.8782146,2014-10-04 11:30:00,51584.869195448424,15336.570463130582,2247.433092368009,49200.98963269218,15500.366094877896,8.336830913710026,72.51339630205592,24,144.7943338344882,811.9758949192018
57.714733200000005,28.414967100000002,2014-10-04 12:00:00,51467.854854280384,15485.460876755193,2176.336536733006,49034.72385987952,15637.644940547625,7.9999888950670694,72.31201758035246,25,153.24475768776438,829.478760851561
57.4504343,27.9226658,2014-10-04 12:30:00,51021.07982687565,15609.999685783763,1685.3746151681053,48545.216128026404,15700.719021230278,6.162218955202116,72.07751461299611,13,173.8275949515878,839.8632655565264
57.1894245,27.4691054,2014-10-04 13:00:00,50874.72237533547,15811.503067105265,1608.2944776572726,48328.53335659502,15893.087817285288,5.807964322011008,71.7962826958707,14,200.43429363561717,857.5715587878345
56.9427144,27.027100300000004,2014-10-04 13:30:00,50834.84268983941,15856.46071001206,1578.1815071474018,48272.80008641576,15934.804771871482,5.68388647293646,71.73199311706692,14,194.0088013744099,847.2778437652057
56.73226139999999,26.5267016,2014-10-04 14:00:00,0.0,0.0,0.0,0.0,0.0,,,0,,
56.5684812,26.0070384,2014-10-04 14:30:00,0.0,0.0,0.0,0.0,0.0,,,0,,
56.3749439,25.492905399999998,2014-10-04 15:00:00,0.0,0.0,0.0,0.0,0.0,,,0,,
56.2481752,24.992037699999997,2014-10-04 15:30:00,0.0,0.0,0.0,0.0,0.0,,,0,,
56.16897829999999,24.467563199999997,2014-10-04 16:00:00,52294.83118338567,15540.013697405386,3160.195101432308,49832.42428082485,15858.08496618251,11.494843550717198,72.3474602525536,9,810.9188016936316,999.7842592274267
56.03877289999999,23.918260600000004,2014-10-04 16:30:00,52480.945024498666,15108.763228119034,3179.8540091230125,50158.38307662791,15439.76028967735,11.885250951920542,72.89058068877279,8,846.6418183936208,1003.1058782561056
55.896600199999995,22.8908086,2014-10-13 16:30:00,51124.8468553395,16229.222190561324,2345.215330007416,48423.77802409894,16397.79521322028,8.222647923837192,71.29230315544211,15,216.30943780352442,649.3127253033009
55.8319461,22.5130726,2014-10-13 17:00:00,51121.63629983514,16241.66095025339,2341.0893137884214,48416.41713690204,16409.51704341478,8.20217798204937,71.27721365852058,15,240.95836021322194,663.5727653782343
55.7686319,22.1433474,2014-10-13 17:30:00,51047.6448529299,16262.030287887548,2187.1347911092353,48338.6476574615,16408.4486676423,7.659936047922679,71.25033069757073,18,265.1225163287575,758.7750358632383
55.709324800000005,21.697401899999996,2014-10-13 18:00:00,50950.746125472055,16307.952713444027,2031.136054508911,48227.62377897601,16433.953735356943,7.0995611951084605,71.18304042984224,23,293.75448744524,838.7694605699314
55.637718299999996,21.2969646,2014-10-13 18:30:00,50922.45062247125,16370.058504695517,2028.9610070677459,48176.762854955996,16495.31746330926,7.065402288712024,71.09922847932827,24,320.1032262598818,857.9856487947345
55.858219999999996,20.9415307,2014-10-13 19:00:00,50938.22210001306,16295.143682554133,1988.7343060774026,48220.49044685263,16416.052259153326,6.958229358983308,71.19951200498535,26,335.28292833862724,885.8674435504246
55.85708399999999,20.9457996,2014-10-13 19:30:00,50942.7882024931,16294.612648804905,1988.9427458934001,48225.48470697869,16415.55039043878,6.9591760673504,71.20185658467416,26,335.05025877186733,885.8832421140949
55.8576365,20.9458862,2014-10-13 20:00:00,50913.89251520276,16305.659434345473,1947.3195589670593,48192.92342238666,16421.528036501208,6.810349866438609,71.18368090450467,26,335.0316176718595,885.8757404355226
55.859784,20.942623100000002,2014-10-13 20:30:00,50858.96581625822,16324.713355230007,1867.4910253295627,48131.59684696957,16431.183428472563,6.526070694275529,71.15110143988102,26,335.1786331277291,885.8463016229309
55.8601265,20.937634399999997,2014-10-13 21:00:00,50790.045672356544,16348.823250498453,1763.6143124636287,48054.49388226764,16443.672251634223,6.156921000990942,71.10966776975836,26,335.4744146031334,885.8412606389477
56.076800899999995,20.7167207,2014-10-13 21:30:00,50725.18273546375,16330.785108989921,1631.3959274629265,47996.75164631498,16412.068576146932,5.704748262433576,71.1223264528972,26,344.66381940696107,883.1583956982041
56.1131912,20.6668431,2014-10-13 22:00:00,50656.32647845423,16354.359019630254,1523.403629952024,47919.49076032665,16425.15806811954,5.321728128981522,71.08004361072747,26,347.1709416475615,882.7654626747195
56.11969010000001,20.6507332,2014-10-13 22:30:00,50598.52460265997,16379.51203145818,1437.3814526507022,47852.44207077502,16442.459664816197,5.01513457440057,71.03689255073652,26,348.0668094550019,882.6996580813907
56.2941233,20.493115300000003,2014-10-13 23:00:00,50578.38834685453,16288.105762784033,1314.7972319236826,47865.87810397421,16341.085676928342,4.614984090526907,71.1504438178031,27,355.78671644250966,893.6237912288493
56.379244400000005,20.6607005,2014-10-13 23:30:00,50350.691452511564,16653.28565178921,1138.2018810839727,47503.312550008864,16692.136667371,3.909913265275703,70.63909094913319,23,344.895796453335,925.1012038199272
56.5346819,20.771663399999998,2014-10-14 00:00:00,50568.743014595675,15914.240479960381,855.9376578263582,47991.68772556476,15937.241898399325,3.0786520251725276,71.62953064571468,15,589.4757376215924,985.4117689605215
56.712775300000004,20.974527600000002,2014-10-14 00:30:00,50205.41536320126,15905.393192614632,88.85303388531673,47619.26400437393,15905.641372585467,0.3200707345096768,71.5298068421672,10,876.617347309349,1075.9635497345066
56.830271200000006,21.3697004,2014-10-14 01:00:00,50357.112286307194,15622.97254663474,80.21506583308529,47872.278535349265,15623.17847461551,0.29417860944797497,71.92584107767341,9,899.56910960175,1078.895678884866
57.033535,21.788871899999997,2014-10-14 01:30:00,50341.797140915136,15685.847039006596,265.1019530868886,47834.92931948796,15688.087084684432,0.9682471769869271,71.84242340619156,4,923.4812147607755,1030.5675260456887
57.175259499999996,22.2067063,2014-10-14 02:00:00,0.0,0.0,0.0,0.0,0.0,,,0,,
57.3097012,22.4932818,2014-10-14 02:30:00,0.0,0.0,0.0,0.0,0.0,,,0,,
57.441809899999996,22.586082,2014-10-14 03:00:00,0.0,0.0,0.0,0.0,0.0,,,0,,
57.5968343,22.5799966,2014-10-14 03:30:00,0.0,0.0,0.0,0.0,0.0,,,0,,
