timestamp,location-long,location-lat,individual_id
08/09/2014 05:54,68.307333,70.854717,1
08/09/2014 06:10,67.97505,70.8303,1
08/09/2014 06:26,67.752417,70.761717,1
08/09/2014 06:42,67.561983,70.686517,1
08/09/2014 07:14,67.548317,70.68545,1
08/09/2014 07:30,67.549433,70.68575,1
08/09/2014 07:46,67.530983,70.690333,1
08/09/2014 08:03,67.506233,70.692683,1
08/09/2014 08:34,67.506167,70.692533,1
08/09/2014 08:50,67.506383,70.692583,1
08/09/2014 09:37,67.501633,70.695017,1
08/09/2014 09:54,67.498917,70.69385,1
08/09/2014 13:53,67.5058,70.692667,1
08/09/2014 14:09,67.505883,70.692667,1
08/09/2014 14:25,67.506,70.692617,1
08/09/2014 14:41,67.505883,70.69275,1
08/09/2014 15:13,67.511617,70.69435,1
08/09/2014 15:29,67.50905,70.69365,1
08/09/2014 15:45,67.51125,70.693467,1
08/09/2014 16:01,67.51,70.69345,1
08/09/2014 16:33,67.510767,70.693633,1
08/09/2014 16:49,67.5095,70.693583,1
08/09/2014 17:05,67.50975,70.6936,1
08/09/2014 17:38,67.5097,70.693633,1
08/09/2014 17:53,67.50965,70.69365,1
21/09/2014 12:23,49.996717,66.897217,1
21/09/2014 12:55,49.99755,66.897567,1
21/09/2014 13:11,49.998683,66.8986,1
21/09/2014 13:43,49.997133,66.8983,1
21/09/2014 14:00,49.997383,66.8976,1
21/09/2014 14:17,49.997467,66.897517,1
21/09/2014 14:31,50.00525,66.895483,1
21/09/2014 15:03,50.0408,66.890583,1
21/09/2014 15:19,50.047867,66.890167,1
21/09/2014 15:35,50.0476,66.89015,1
21/09/2014 16:07,50.0478,66.890183,1
21/09/2014 16:23,49.961467,66.980783,1
22/09/2014 05:52,49.847017,66.960383,1
22/09/2014 06:08,49.846967,66.96045,1
22/09/2014 06:24,49.84695,66.960367,1
22/09/2014 06:40,49.84735,66.960383,1
22/09/2014 07:13,49.84685,66.9604,1
22/09/2014 08:02,49.71275,67.096717,1
30/09/2014 06:35,47.120217,66.684717,1
30/09/2014 06:51,46.696433,66.529533,1
30/09/2014 07:07,46.267167,66.378733,1
30/09/2014 07:23,45.813017,66.230733,1
30/09/2014 08:04,44.65975,65.7706,1
30/09/2014 08:46,43.495867,65.28735,1
30/09/2014 10:10,41.3145,64.12995,1
30/09/2014 10:26,40.957017,63.896433,1
30/09/2014 11:04,40.313267,63.317133,1
30/09/2014 11:21,40.012267,63.049433,1
30/09/2014 11:53,39.520267,62.54775,1
30/09/2014 12:09,39.2864,62.327483,1
30/09/2014 16:27,35.165983,59.422467,1
30/09/2014 16:59,34.7592,58.98025,1
30/09/2014 17:15,34.471817,58.817917,1
30/09/2014 17:47,34.4483,58.827933,1
30/09/2014 18:04,34.448467,58.826017,1
30/09/2014 18:20,34.435233,58.81985,1
30/09/2014 18:35,34.201167,58.72725,1
30/09/2014 19:08,33.569233,58.4055,1
30/09/2014 19:24,33.2367,58.241183,1
30/09/2014 19:40,33.01435,58.041567,1
30/09/2014 19:56,32.698767,57.91315,1
30/09/2014 20:12,32.47035,57.709567,1
30/09/2014 20:28,32.223617,57.567683,1
01/10/2014 00:29,31.97095,57.454033,1
01/10/2014 00:44,31.97125,57.453767,1
01/10/2014 01:00,31.971667,57.453667,1
01/10/2014 02:42,31.894067,57.427383,1
01/10/2014 02:59,31.6692,57.321483,1
01/10/2014 03:14,31.446667,57.195767,1
01/10/2014 05:05,29.6966,56.703217,1
01/10/2014 06:19,28.411983,56.252417,1
01/10/2014 06:35,28.150767,56.085417,1
01/10/2014 07:23,27.264867,55.628233,1
01/10/2014 07:40,26.967033,55.513917,1
01/10/2014 07:56,26.7034,55.396383,1
01/10/2014 11:42,22.913617,53.9293,1
01/10/2014 12:13,22.3477,53.7951,1
01/10/2014 12:29,22.068817,53.726433,1
01/10/2014 13:02,21.5195,53.613633,1
01/10/2014 13:18,21.238517,53.58,1
01/10/2014 13:34,20.9742,53.522383,1
01/10/2014 13:50,20.6822,53.4866,1
01/10/2014 14:22,20.148067,53.3814,1
01/10/2014 14:38,19.858717,53.353933,1
01/10/2014 14:54,19.568867,53.324533,1
01/10/2014 15:26,18.964567,53.259633,1
01/10/2014 15:42,18.66485,53.268217,1
01/10/2014 19:42,16.177583,53.797867,1
01/10/2014 19:57,16.178717,53.798633,1
01/10/2014 20:13,16.179067,53.798667,1
01/10/2014 20:30,16.17915,53.79885,1
01/10/2014 21:02,16.17895,53.79835,1
01/10/2014 21:18,16.178817,53.79835,1
01/10/2014 21:34,16.1792,53.798467,1
01/10/2014 21:50,16.178483,53.798617,1
01/10/2014 22:22,16.179033,53.798367,1
01/10/2014 22:38,16.178983,53.797933,1
01/10/2014 23:10,16.178733,53.798333,1
01/10/2014 23:26,16.17865,53.798483,1
01/10/2014 23:42,16.179417,53.7984,1
01/10/2014 23:58,16.179233,53.798633,1
02/10/2014 03:42,16.179567,53.795533,1
02/10/2014 04:14,16.161283,53.889767,1
02/10/2014 05:02,15.977883,54.208517,1
02/10/2014 05:18,15.791683,54.210117,1
02/10/2014 05:35,15.640317,54.180867,1
02/10/2014 05:51,15.50235,54.15075,1
02/10/2014 06:22,15.502,54.1506,1
02/10/2014 06:38,15.500733,54.145917,1
02/10/2014 07:26,15.500717,54.146,1
02/10/2014 07:43,15.499767,54.14575,1
02/10/2014 11:43,15.23695,54.089233,1
02/10/2014 11:59,15.236767,54.089383,1
02/10/2014 12:15,15.23685,54.0893,1
02/10/2014 12:31,15.2369,54.089283,1
02/10/2014 13:04,15.23685,54.089267,1
02/10/2014 13:20,15.23675,54.089433,1
02/10/2014 13:36,15.236067,54.090017,1
02/10/2014 13:52,15.236983,54.0893,1
02/10/2014 14:24,15.237417,54.08935,1
02/10/2014 14:41,15.2369,54.0892,1
02/10/2014 14:57,15.237067,54.08925,1
02/10/2014 15:29,15.2368,54.088833,1
02/10/2014 15:45,15.23725,54.0902,1
02/10/2014 19:45,15.111483,54.13065,1
02/10/2014 20:01,15.111733,54.13135,1
02/10/2014 20:17,15.11105,54.13265,1
02/10/2014 20:34,15.109267,54.131633,1
02/10/2014 21:06,15.107017,54.133217,1
02/10/2014 21:22,15.106033,54.133567,1
02/10/2014 21:38,15.103083,54.13405,1
02/10/2014 21:54,15.101467,54.1334,1
02/10/2014 22:26,15.096867,54.132917,1
02/10/2014 22:42,15.093067,54.133083,1
02/10/2014 23:30,15.093517,54.13845,1
02/10/2014 23:46,15.09435,54.13935,1
03/10/2014 03:47,15.093983,54.146717,1
03/10/2014 04:03,15.095067,54.147683,1
03/10/2014 04:19,15.098,54.149517,1
03/10/2014 04:35,15.104433,54.147617,1
03/10/2014 05:23,15.152317,54.0968,1
03/10/2014 05:39,15.190917,54.093067,1
03/10/2014 05:55,15.19755,54.096967,1
03/10/2014 06:27,15.243367,54.08945,1
03/10/2014 06:43,15.2436,54.0893,1
03/10/2014 06:59,15.244167,54.089067,1
03/10/2014 07:15,15.244133,54.089417,1
03/10/2014 07:33,15.2442,54.089733,1
03/10/2014 07:47,15.243783,54.089867,1
03/10/2014 11:49,15.238017,54.089583,1
03/10/2014 12:05,15.238167,54.08905,1
03/10/2014 12:22,15.2381,54.0887,1
